"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","12/1152","42/10616",0.00125731942860294,0.0133127939499135,0.011066190459619,"BARD1/DNA2/BRIP1/BLM/RAD51AP1/RAD51/RPA1/ATM/CHEK1/RFC3/XRCC2/RBBP8",12
"R-HSA-113510","E2F mediated regulation of DNA replication","8/1152","22/10616",0.00148672458496735,0.0150868082859536,0.0125408306136373,"CDK1/CCNB1/PPP2R1B/E2F1/ORC1/TFDP2/POLA1/MCM8",8
"R-HSA-9609523","Insertion of tail-anchored proteins into the endoplasmic reticulum membrane","8/1152","22/10616",0.00148672458496735,0.0150868082859536,0.0125408306136373,"APP/SERP1/CAMLG/CYB5A/STX5/ALDH3A2/EMD/SEC61G",8
"R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","15/1152","60/10616",0.0014888247938347,0.0150868082859536,0.0125408306136373,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/UNG/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",15
"R-HSA-110329","Cleavage of the damaged pyrimidine ","15/1152","60/10616",0.0014888247938347,0.0150868082859536,0.0125408306136373,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/UNG/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",15
"R-HSA-73928","Depyrimidination","15/1152","60/10616",0.0014888247938347,0.0150868082859536,0.0125408306136373,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/UNG/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",15
"R-HSA-381042","PERK regulates gene expression","10/1152","32/10616",0.00149670717122556,0.0150868082859536,0.0125408306136373,"DDIT3/EXOSC9/HERPUD1/ATF6/ATF3/ATF4/EXOSC1/CEBPG/CEBPB/EIF2S3",10
"R-HSA-380994","ATF4 activates genes in response to endoplasmic reticulum  stress","9/1152","27/10616",0.0015436298382013,0.015436298382013,0.0128313424311637,"DDIT3/EXOSC9/HERPUD1/ATF6/ATF3/ATF4/EXOSC1/CEBPG/CEBPB",9
"R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","19/1152","85/10616",0.00159892432467767,0.0158633436936525,0.0131863216166953,"CCNA2/CDK2/CDC25A/CDC25B/PSMA4/SKP2/CCND1/LIN37/LIN9/CCNE2/E2F1/MAX/CABLES1/WEE1/CDK7/TFDP2/CKS1B/CCNE1/PSME3",19
"R-HSA-8852135","Protein ubiquitination","18/1152","79/10616",0.00166996860844292,0.01643875348936,0.01366462800494,"H2BC14/UBE2C/SELENOS/PRKDC/RTF1/DERL1/UBE2T/H2BC15/H2BC10/PCNA/BCL10/H2BC4/UBA6/RNF181/UCHL3/UBE2E3/H2BC13/RAD18",18
"R-HSA-2990846","SUMOylation","34/1152","187/10616",0.00170398044624763,0.0166435299400932,0.0138348473603949,"AURKB/TOP2A/BLM/INCENP/RPA1/CDCA8/AURKA/BIRC5/DNMT3B/SUZ12/SENP5/CETN2/RELA/PCNA/H4C3/HDAC1/NUP155/SUMO2/MBD1/NUP188/HIPK2/PIAS3/PPARG/PIAS1/XPC/NR4A2/NFKB2/NUP85/NUP50/NCOR2/MTA1/PCGF2/CBX5/H4C5",34
"R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine","14/1152","55/10616",0.0017592126300709,0.0167924841961314,0.0139586648079789,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",14
"R-HSA-110331","Cleavage of the damaged purine","14/1152","55/10616",0.0017592126300709,0.0167924841961314,0.0139586648079789,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",14
"R-HSA-73927","Depurination","14/1152","55/10616",0.0017592126300709,0.0167924841961314,0.0139586648079789,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",14
"R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","19/1152","86/10616",0.00184832234320492,0.0173797474062552,0.0144468242850659,"MYH9/ACTG1/ACTB/ACTR3/PLCG1/PLD2/VAV2/LYN/PIK3R1/NF2/MYO10/BAIAP2/CYFIP1/ABI2/ARPC1B/PLD3/ARPC5/PRKCD/ACTR2",19
"R-HSA-5628897","TP53 Regulates Metabolic Genes","19/1152","86/10616",0.00184832234320492,0.0173797474062552,0.0144468242850659,"GLS/MOV10/PRDX1/NDUFA4/YWHAE/TXN/YWHAQ/COX7A2L/GPI/PRDX2/CYCS/LAMTOR3/PRKAB2/YWHAZ/RRAGC/YWHAH/YWHAB/RRM2B/COX8A",19
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","33/1152","181/10616",0.00188663423425345,0.0176085861863655,0.0146370453261769,"AURKB/TOP2A/BLM/INCENP/RPA1/CDCA8/AURKA/BIRC5/DNMT3B/SUZ12/CETN2/RELA/PCNA/H4C3/HDAC1/NUP155/SUMO2/MBD1/NUP188/HIPK2/PIAS3/PPARG/PIAS1/XPC/NR4A2/NFKB2/NUP85/NUP50/NCOR2/MTA1/PCGF2/CBX5/H4C5",33
"R-HSA-5694530","Cargo concentration in the ER","10/1152","33/10616",0.00194178865130941,0.017799116646036,0.0147954227759447,"CTSC/SEC24A/MIA3/SAR1B/GOSR2/SEC23A/STX5/MIA2/CD59/CTSZ",10
"R-HSA-69231","Cyclin D associated events in G1","12/1152","44/10616",0.00195521596333174,0.017799116646036,0.0147954227759447,"PPP2R1B/SKP2/CCND1/RBL1/E2F1/LYN/E2F2/CDK6/E2F3/CDK7/TFDP2/CKS1B",12
"R-HSA-69236","G1 Phase","12/1152","44/10616",0.00195521596333174,0.017799116646036,0.0147954227759447,"PPP2R1B/SKP2/CCND1/RBL1/E2F1/LYN/E2F2/CDK6/E2F3/CDK7/TFDP2/CKS1B",12
"R-HSA-5688426","Deubiquitination","48/1152","291/10616",0.00196355334428493,0.017799116646036,0.0147954227759447,"CDK1/BARD1/CYLD/H2BC14/CCNA2/CDC25A/H2AC15/H2AC13/PSMA4/CDC20/SKP2/H2AC20/ACTB/KAT2B/H2AC21/H2AC8/KAT2A/H2BC15/USP17L5/H2AC17/H2AC11/STAM2/HIF1A/USP37/H2BC10/H2AC4/TNKS/SIAH2/ZRANB1/H2BC18/ARRB2/CLSPN/H2BC4/SMAD3/USP8/POLB/ATXN3/UCHL3/TGFBR2/PTRH2/H2BC13/DDB2/STAM/HGS/PSME3/UCHL5/DDX58/BRCC3",48
"R-HSA-73980","RNA Polymerase III Transcription Termination","8/1152","23/10616",0.00206539883962972,0.0185885895566675,0.0154516680107637,"NFIC/POLR3D/SSB/NFIB/POLR3K/POLR2L/POLR3A/NFIX",8
"R-HSA-73929","Base-Excision Repair, AP Site Formation","15/1152","62/10616",0.0021176855331334,0.0189239983811921,0.0157304748448506,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/NEIL3/UNG/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",15
"R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","11/1152","39/10616",0.00222650614028082,0.0197509783553716,0.0164178976304049,"BARD1/DNA2/BRIP1/BLM/RAD51/RPA1/ATM/CHEK1/RFC3/XRCC2/RBBP8",11
"R-HSA-162658","Golgi Cisternae Pericentriolar Stack Reorganization","6/1152","14/10616",0.0022415792895382,0.0197509783553716,0.0164178976304049,"CDK1/PLK1/CCNB1/CCNB2/BLZF1/RAB2A",6
"R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis","24/1152","121/10616",0.0024209292656294,0.0210370405151244,0.0174869300856715,"H2BC14/H2AC20/H2AX/H3C7/H2AC8/SUZ12/H3C2/H2BC15/H3C13/H3C11/AJUBA/HOXB3/EZH2/H2BC10/H2AC4/H4C3/POLR2L/RARG/H2BC4/POLR2C/H2BC13/H3-3A/PCGF2/H4C5",24
"R-HSA-5619507","Activation of HOX genes during differentiation","24/1152","121/10616",0.0024209292656294,0.0210370405151244,0.0174869300856715,"H2BC14/H2AC20/H2AX/H3C7/H2AC8/SUZ12/H3C2/H2BC15/H3C13/H3C11/AJUBA/HOXB3/EZH2/H2BC10/H2AC4/H4C3/POLR2L/RARG/H2BC4/POLR2C/H2BC13/H3-3A/PCGF2/H4C5",24
"R-HSA-171306","Packaging Of Telomere Ends","13/1152","51/10616",0.00250321604421686,0.021603097367899,0.0179574618889386,"H2BC14/H2AC20/H2AX/H2AC8/H2BC15/TERF2IP/H2BC10/H2AC4/H4C3/H2BC4/TERF1/H2BC13/H4C5",13
"R-HSA-5689880","Ub-specific processing proteases","37/1152","214/10616",0.00273747730025166,0.0234640911450142,0.0195044032491973,"CYLD/H2BC14/CCNA2/CDC25A/H2AC15/H2AC13/PSMA4/CDC20/SKP2/H2AC20/H2AC21/H2AC8/KAT2A/H2BC15/USP17L5/H2AC17/H2AC11/STAM2/HIF1A/USP37/H2BC10/H2AC4/TNKS/SIAH2/H2BC18/ARRB2/CLSPN/H2BC4/SMAD3/USP8/POLB/PTRH2/H2BC13/DDB2/HGS/PSME3/DDX58",37
"R-HSA-8878171","Transcriptional regulation by RUNX1","40/1152","237/10616",0.00295922572249601,0.0251934081780066,0.0209418890034391,"H2BC14/SMARCC2/SMARCA4/PSMA4/CCND1/H2AC20/H2AX/H3C7/KAT2B/MOV10/CBFB/H2AC8/H3C2/H2BC15/H3C13/SMARCD2/NR4A3/H3C11/CDK6/ARID1A/H2BC10/H2AC4/LDB1/CDK7/H4C3/DPY30/HDAC1/YAP1/LGALS3/CBX6/H2BC4/HIPK2/H2BC13/ITCH/H3-3A/SMARCC1/CSNK2A1/PSME3/PRMT6/H4C5",40
"R-HSA-69202","Cyclin E associated events during G1/S transition ","18/1152","83/10616",0.00298611996209355,0.0252517526995831,0.0209903875823602,"CCNA2/CDK2/CDC25A/PSMA4/SKP2/CCND1/LIN37/LIN9/CCNE2/E2F1/MAX/CABLES1/WEE1/CDK7/TFDP2/CKS1B/CCNE1/PSME3",18
"R-HSA-5620912","Anchoring of the basal body to the plasma membrane","20/1152","97/10616",0.00337575791123799,0.0283386995165662,0.023556396005834,"CDK1/PLK1/PLK4/CEP70/CEP78/NEK2/CKAP5/RPGRIP1L/ALMS1/CEP152/YWHAE/CETN2/CEP162/HAUS4/AHI1/HAUS1/CEP83/MAPRE1/OFD1/TMEM67",20
"R-HSA-111447","Activation of BAD and translocation to mitochondria ","6/1152","15/10616",0.00339614573571547,0.0283386995165662,0.023556396005834,"BID/YWHAE/YWHAQ/YWHAZ/YWHAH/YWHAB",6
"R-HSA-114452","Activation of BH3-only proteins","9/1152","30/10616",0.00349483760920097,0.0289703643920607,0.0240814641354222,"BID/E2F1/YWHAE/YWHAQ/TFDP2/YWHAZ/TP53BP2/YWHAH/YWHAB",9
"R-HSA-73762","RNA Polymerase I Transcription Initiation","12/1152","47/10616",0.00356900655788362,0.0293918187119828,0.0244317958382814,"KAT2B/ERCC2/KAT2A/POLR1A/EHMT2/CDK7/POLR2L/HDAC1/TWISTNB/POLR1E/TAF1B/MTA1",12
"R-HSA-983231","Factors involved in megakaryocyte development and platelet production","30/1152","168/10616",0.00407117811757821,0.0333096391438217,0.0276884636157916,"CENPE/KIF20A/KIF4A/CDK2/KIF23/KIFC1/KIF18B/KIF20B/ACTB/H3C7/KIF18A/CAPZB/H3C2/CABLES1/H3C13/KIF16B/H3C11/ITPK1/RAB5A/WEE1/KIF1C/HDAC1/CAPZA2/MAFK/AKAP1/PRKAR2A/DOCK7/H3-3A/KIF2A/CBX5",30
"R-HSA-446203","Asparagine N-linked glycosylation","48/1152","303/10616",0.00446143771811502,0.0362671711279028,0.0301468966351406,"ALG6/COG6/COG1/BET1L/CTSC/ARF4/COG3/GOLGB1/SEC24A/YKT6/SPTAN1/GOSR1/ARFGAP3/KDELR3/COG5/COPA/NAPA/SYVN1/MIA3/CAPZB/SAR1B/MGAT4B/DERL1/MANEA/SPTBN1/BET1/COPG2/GOSR2/SEC23A/GBF1/STX5/TSTA3/GFPT1/MIA2/SEC23IP/EDEM3/B4GALT5/CD59/ALG13/CAPZA2/MAN2A1/B4GALT1/ALG8/SRD5A3/FUT8/CTSZ/NANS/ALG5",48
"R-HSA-9018519","Estrogen-dependent gene expression","27/1152","149/10616",0.00507916131399013,0.0407614630711833,0.0338827533465559,"H2BC14/CARM1/KPNA2/CCND1/H2AC20/H2AX/H3C7/KAT2B/MOV10/CBFB/H2AC8/H3C2/CCNT1/H2BC15/H3C13/H3C11/H2BC10/H2AC4/H4C3/POLR2L/HDAC1/H2BC4/POLR2C/H2BC13/H3-3A/CTSD/H4C5",27
"R-HSA-3214847","HATs acetylate histones","26/1152","142/10616",0.0051228016604032,0.0407614630711833,0.0338827533465559,"H2BC14/H2AC15/H2AC13/H2AC20/ACTB/H3C7/KAT2B/H2AC21/H2AC8/YEATS2/KAT2A/H3C2/H2BC15/H3C13/H2AC17/H2AC11/H3C11/TADA1/H2BC10/H2AC4/H4C3/ELP5/H2BC18/H2BC4/H2BC13/H4C5",26
"R-HSA-6807004","Negative regulation of MET activity","7/1152","21/10616",0.00513726550630117,0.0407614630711833,0.0338827533465559,"PTPRJ/CBL/STAM2/USP8/STAM/HGS/MET",7
"R-HSA-6811440","Retrograde transport at the Trans-Golgi-Network","12/1152","49/10616",0.00514370843517313,0.0407614630711833,0.0338827533465559,"COG6/COG1/GOLGA1/COG3/VAMP4/COG5/NAPA/GOLGA4/RAB6A/GCC2/NAA35/ARFIP2",12
"R-HSA-380259","Loss of Nlp from mitotic centrosomes","15/1152","69/10616",0.00626969703221895,0.0487643102505919,0.0405350782784786,"CDK1/PLK1/PLK4/CEP70/CEP78/NEK2/CKAP5/ALMS1/CEP152/YWHAE/CETN2/HAUS4/HAUS1/MAPRE1/OFD1",15
"R-HSA-380284","Loss of proteins required for interphase microtubule organization from the centrosome","15/1152","69/10616",0.00626969703221895,0.0487643102505919,0.0405350782784786,"CDK1/PLK1/PLK4/CEP70/CEP78/NEK2/CKAP5/ALMS1/CEP152/YWHAE/CETN2/HAUS4/HAUS1/MAPRE1/OFD1",15
"R-HSA-400253","Circadian Clock","15/1152","69/10616",0.00626969703221895,0.0487643102505919,0.0405350782784786,"CARM1/NFIL3/PPP1CC/NOCT/DBP/PER1/MEF2D/CRTC3/HIF1A/TBL1XR1/ARNTL2/NAMPT/CPT1A/SREBF1/BTRC",15
